"McClean Winery, US","4287 McLean Creek Rd, Okanagan Falls, BC V0H 1R1, Canada","[49.337346, -119.548989]",US,Browne Family Vineyards
"Paramus Winery, Spain","396 NJ-17, Paramus, NJ 07652, USA","[40.94734, -74.071452]",Germany,Domdechant Werner
"Lake Chalice Winery, New Zealand","Vintage Ln, Renwick 7273, New Zealand","[-41.493294, 173.839673]",Portugal,Casa Agricola Alexandre Relvas
"Winery at La Grange Winery, US","4970 Antioch Rd, Haymarket, VA 20169, USA","[38.8512806, -77.686583]",US,Shannon Ridge
"Spadafora Winery, Italy","98048 Spadafora ME, Italy","[38.2227337, 15.3793585]",US,Fulkerson
"Tenuta Gorghi Tondi Winery, Italy","Contrada San Nicola, 91026 Mazara del Vallo TP, Italy","[37.6037939, 12.6519856]",US,Robert Biale
"Terrazze dell'Etna Winery, Italy","LocalitÃ  Bocca d'Orzo, Randazzo CT, Italy","[37.8649715, 14.9801567]",US,Peirano
"Alessandro di Camporeale Winery, Italy","Contrada Mandranova, 90043 Camporeale PA, Italy","[37.8941226, 13.1138329]",Austria,Kracher
"Barone Montalto Winery, Italy","Via Pirio, 12040 Priocca CN, Italy","[44.78649679999999, 8.0651041]",Portugal,Real Companhia Velha
"Chloe Winery, US","3480 W Marginal Way SW, Seattle, WA 98106, USA","[47.624843, -122.360971]",Italy,Banfi
"Contrada Santo Spirito di Passopisciaro Winery, Italy","Santo Spirito, Florence, Metropolitan City of Florence, Italy","[43.7671582, 11.2481284]",US,Bell
"Kana Winery, US","10 S 2nd St, Yakima, WA 98901, USA","[46.6021673, -120.5046454]",US,Brutocao
"Nick Goldschmidt Winery, New Zealand","631 Healdsburg Ave, Healdsburg, CA 95448, USA","[38.617024, -122.87241]",US,Gainey
"Castello di Razzano Winery, Italy","strada gessi, 2, 15021 Alfiano Natta AL, Italy","[45.04056, 8.199727]",US,Northstar
"Marchesi Alfieri Winery, Italy","Piazza Vittorio Alfieri, 28, 14010 San Martino Alfieri AT, Italy","[44.817625, 8.108692999999999]",Portugal,Adega Mâ€_e
"Ponga Winery, New Zealand","15 Babich Rd, Henderson Valley, Auckland 0612, New Zealand","[-36.8790707, 174.6021921]",New Zealand,Saint Clair
"Roessler Winery, US","654 Broadway, Sonoma, CA 95476, USA","[38.289151, -122.458045]",US,Maddalena
"ChÃ¢teau de Malengin Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]",US,Alexandria Nicole
"Vincent Couche Winery, France","29 Grande Rue, 10110 Buxeuil, France","[48.05569610000001, 4.395270099999999]",US,Etude
"Hourglass Winery, US","1104 Adams St #104, St Helena, CA 94574, USA","[38.5059335, -122.4698885]",US,Sterling
"Jean-Claude Boisset Winery, France","5 Rue du Moulin, 21700 Nuits-Saint-Georges, France","[47.137128, 4.9444878]",US,Chamisal Vineyards
"Lelarge-Pugeot Winery, France","30 Rue Saint-Vincent, 51390 Vrigny, France","[49.2360123, 3.9132177]",US,QupÅ_
"Dehesa de los Llanos Winery, Spain","Carretera de las PeÃ±as de San Pedro, Km 5.5, 02080 Albacete, Spain","[38.928369, -1.863477]",Italy,Duca di Salaparuta
"I Favati Winery, Italy","Piazza di Donato Barone, 41, 83020 Cesinali AV, Italy","[40.89940110000001, 14.8259023]",Germany,Dr. H. Thanisch (Erben MÅ¸ller-Burggraef)
"ViÃ±a Herminia Winery, Spain","Camino de los Agudos, 1, 26559 Aldeanueva de Ebro, Spain","[42.2292622, -1.8981328]",US,Bridlewood
"Bodegas Fuentespina Winery, Spain","TravesÃ_a Cascajo Primera, 0, 09471 Fuentespina, Burgos, Spain","[41.6381808, -3.6901352]",US,Matanzas Creek
"Bizoe Winery, South Africa","Croydon Vineyard Estate, Cape Town, South Africa","[-34.0399, 18.75191]",US,Ë†Maurice
"ChÃ¢teau Barbanau Winery, France","Route de Roquefort, 13830, France","[43.247015, 5.623025]",US,Stonestreet
"ChÃ¢teau MargÃ_i Winery, France","83670 ChÃ¢teauvert, France","[43.508533, 6.036343]",France,Alain Jaume et Fils
"Orsi Family Vineyards, US","1308 Main St, St Helena, CA 94574, USA","[38.5045878, -122.4687054]",US,Andis
"Ossian Winery, Spain","Cordel De Las Merinas s/n, 40447 Nieva, Segovia, Spain","[41.08621309999999, -4.4312622]",Italy,Donnafugata
"Kicker Cane Winery, US","3800 Langtry Rd, St Helena, CA 94574, USA","[38.498541, -122.538156]",US,Quady North
"Kontokosta Winery, US","825 North Rd, Greenport, NY 11944, USA","[41.1190181, -72.3680067]",Argentina,Ruca Malen
"Rigal Winery, France","Les Hauts Coteaux, 46700 Floressas, France","[44.443782, 1.121419]",US,Merriam
"Tenuta Grimani Winery, Italy","Via Moschina, 9, 37030 RoncÃ  VR, Italy","[45.472782, 11.307685]",Spain,Freixenet
"Val di Suga Winery, Italy","Strada Provinciale del Brunello, 53024 Montalcino SI, Italy","[43.0729741, 11.4968477]",France,Gustave Lorentz
"Cave de Tain Winery, France","22 Route de Larnage, 26600 Tain-l'Hermitage, France","[45.0717763, 4.8458006]",Italy,Beni di Batasiolo
"Summerland Winery, US","2330 Lillie Ave, Summerland, CA 93067, USA","[34.4216299, -119.5992437]",Italy,Ceretto
"Tangent Winery, US","4915 Orcutt Rd, San Luis Obispo, CA 93401, USA","[35.2392805, -120.607881]",US,Silvan Ridge
"Venge Winery, US","4708 Silverado Trail N, Calistoga, CA 94515, USA","[38.5796684, -122.5535958]",Argentina,Terrazas de Los Andes
"Borgo Isolabella Winery, Italy","Via Caffi, 3, 14051 Loazzolo AT, Italy","[44.6785102, 8.2710743]",Italy,Zenato
"Castello di Vicarello Winery, Italy","4045 St Helena Hwy, Calistoga, CA 94515, USA","[38.558417, -122.542601]",,
"Domaine Guillot-Broux Winery, France","Le Bourg, Lieu-dit Le PÃ¢quier, 71260 Cruzille, France","[46.5064494, 4.7978349]",,
"Ghione Winery, Italy","Regione Bassano, 33, 14053 Canelli AT, Italy","[44.7211797, 8.2606079]",,
"Fabrizio Dionisio Winery, Italy","Il Castagno, C.S. Ossaia 87, 52044 Cortona AR, Italy","[43.241608, 12.009403]",,
"Finca Decero Winery, Argentina","Bajo las Cumbres 9003, CP 5509 Agrelo, Mendoza, Argentina","[-33.12256929999999, -68.9510932]",,
"Due Vigne Winery, US","35265 Willow Ave, Clarksburg, CA 95612, USA","[38.423395, -121.5330775]",,
"Hard Row To Hoe Winery, US","300 Ivan Morse Rd, Manson, WA 98831, USA","[47.896664, -120.1325789]",,
"Baglio Curatolo Arini 1875 Winery, Italy","Via Vito Curatolo Arini 5, 91025 Marsala TP, Italy","[37.810633, 12.449344]",,
"Beresan Winery, US","4169 Peppers Bridge Rd, Walla Walla, WA 99362, USA","[46.0059786, -118.3833224]",,
"Cabot Vineyards, US","4937 State Hwy 187, Eureka Springs, AR 72631, USA","[36.478551, -93.801569]",,
"MarquÃ©s de TerÃ¡n Winery, Spain","Crta. NÃ¡jera Km.1, 26220 Ollauri, Spain","[42.541769, -2.825331]",,
"Maurice Ecard Winery, France","11 Rue Chanson Maldant, 21420 Savigny-lÃ¨s-Beaune, France","[47.0644399, 4.8182033]",,
"Maurigi Winery, Italy","Maurigi Budonetto Estate (The Maurigi wine estate in Sicily), 94015 Piazza Armerina EN, Italy","[37.3881573, 14.3623658]",,
"Scilio Winery, Italy","Contrada Arrigo, 95015 Linguaglossa CT, Italy","[37.826386, 15.133355]",,
"Ciabot Berton Winery, Italy","Frazione San Maria, 1, 12064 La Morra CN, Italy","[44.6427808, 7.940143399999999]",,
"Alessandro Veglio Winery, Italy","13824 Veglio, Province of Biella, Italy","[45.6575474, 8.096065099999999]",,
"Negretti Winery, Italy","Frazione Santa Maria, 53, 12064 La Morra CN, Italy","[44.649837, 7.946124999999999]",,
"Ruta 22 Winery, Argentina","RN22, Argentina","[-39.0930821, -66.3408506]",,
"ChÃ¢teau du Caillau Winery, France","1 Route de FossÃ©s Longues, 33750 Beychac-et-Caillau, France","[44.8627286, -0.3546845]",,
"Chateau Walla Walla Winery, US","43 E Main St, Walla Walla, WA 99362, USA","[46.0676486, -118.3379727]",,
"Le Grand Vallat Winery, France","60 chemin de Saint EstÃ¨ve, 84750 Blauvac, France","[44.04019659999999, 5.217952599999999]",,
"Marques de Monistrol Winery, Spain","Carrer Monistrol d'Anoia, s/n, 08770 Monistrol d'Anoia, Barcelona, Spain","[41.4467988, 1.7858497]",,
"Monteci Winery, Italy","Via S. Michele, 34, 37026 Pescantina VR, Italy","[45.48454659999999, 10.8408295]",,
"O Winery, US","4421, 3901 Land O' Lakes Blvd, Land O' Lakes, FL 34639, United States","[28.2141478, -82.46139099999999]",,
"Sweet Valley Winery, US","5600 US-34, Oswego, IL 60543, USA","[41.6823337, -88.3679126]",,
"FernÃ¡ndez de PiÃ©rola Winery, Spain","El Somo Kalea, 22, 01322 Moreda Araba, Araba, Spain","[42.5204415, -2.414007]",,
"Buttonwood Farm Winery, US","1500 Alamo Pintado Rd, Solvang, CA 93463, USA","[34.622191, -120.117916]",,
"Thornton Winery, US","32575 Rancho California Rd, Temecula, CA 92591, USA","[33.5194307, -117.0892046]",,
"Bel Arbor Winery, US","6530 S Lake Shore Dr, Cedar, MI 49621, USA","[44.8838502, -85.7251167]",,
"Mumm CuvÃ©e Napa Winery, US","8445 Silverado Trail, Rutherford, CA 94558, USA","[38.47831530000001, -122.3937191]",,
"M. Trinchero Winery, US","3070 St Helena Hwy, St Helena, CA 94574, USA","[38.528453, -122.497828]",,
"Newlan Winery, US","9557 Linville Falls Hwy, Newland, NC 28657, USA","[35.972129, -81.957296]",,
"Parxet Winery, Spain","Avinyonet del PenedÃ¨s, 08793, Barcelona, Spain","[41.3780302, 1.7561921]",,
"Laelaps Winery, US","2425 SE 35th Pl, Portland, OR 97214, USA","[45.5050179, -122.6278332]",,
"Lumos Winery, US","24000 Cardwell Hill Dr, Philomath, OR 97370, USA","[44.5994797, -123.4193273]",,
"Toni Jost Winery, Germany","OberstraÃŸe 14, 55422 Bacharach, Germany","[50.0582938, 7.7683308]",,
"Ground Boots Winery, US","8060 US-190, Rogers, TX 76569, USA","[30.99461, -97.2844397]",,
"Weninger Winery, Austria","Florianigasse 11, 7312 Horitschon, Austria","[47.5868975, 16.5482945]",,
"ChÃ¢teau de Costis Winery, France","1 rte de Costis, 33760 Targon, France","[44.719051, -0.286674]",,
"ChÃ¢teau du Cros Winery, France","94 Route de Saint-Macaire, 33410 Loupiac, France","[44.6098504, -0.2982728]",,
"ChÃ¢teau Haut-Mongeat Winery, France","79 Chemin de Mongeat, 33420 GÃ©nissac, France","[44.854977, -0.2553467]",,
"Galante Winery, US","Dolores St, Carmel-By-The-Sea, CA 93923, USA","[36.5544208, -121.9227776]",,
"Mesh Winery, Australia","40 Eden Valley Rd, Angaston SA 5353, Australia","[-34.512262, 139.058041]",,
"Inman Family Winery, US","3900 Piner Rd, Santa Rosa, CA 95401, USA","[38.46641899999999, -122.816686]",,
"Longplay Winery, US","215 E 1st St, Newberg, OR 97132, USA","[45.3004891, -122.9773301]",,
"Antonelli Winery, Italy","LocalitÃ  S. Marco, 60, 06036 Montefalco PG, Italy","[42.89300799999999, 12.600832]",,
"Caves de Rauzan Winery, France","1 L'Aiguilley, 33420 Rauzan, France","[44.7785778, -0.1163673]",,
"ChÃ¢teau Brethous Winery, France","28 Chemin du Jonc, 33360 Camblanes, France","[44.772497, -0.4746860000000001]",,
"Tabarrini Winery, Italy","Fraz. Turrita, 06036 Montefalco PG, Italy","[42.8681212, 12.6657797]",,
"ChÃ¢teau Rauzan Despagne Winery, France","33420 Rauzan, France","[44.778551, -0.124997]",,
"Cirulli Winery, Italy","Strada Provinciale 51, 05016 Ficulle TR, Italy","[42.7947964, 12.0492951]",,
"AndrÃ© Kientzler Winery, France","50 Route de Bergheim, 68150 Ribeauville, France","[48.19983430000001, 7.339882900000001]",,
"Bodega Rancho Winery, US","26755 Verdugo St, San Juan Capistrano, CA 92675, USA","[33.5014258, -117.663562]",,
"Veritas Winery, US","151 Veritas Lane, Afton, VA 22920, USA","[38.0153251, -78.8363227]",,
"Pasetti Winery, Italy","Via S. Paolo, 21, 66023 Francavilla al Mare CH, Italy","[42.4412768, 14.2492707]",,
"Å toka Winery, Slovenia","Krajna vas 1d, 6221 Dutovlje, Slovenia","[45.76747, 13.806336]",,
"Toriles Winery, Spain","Casa de los Toriles, 11692 Setenil de las Bodegas, CÃ¡diz, Spain","[36.8799526, -5.153347600000001]",,
"Veedercrest Winery, US","2203 Mt Veeder School Rd, Napa, CA 94558, USA","[38.361717, -122.417214]",,
"Kracher Winery, Austria","ApetlonerstraÃŸe 20, 7142 Illmitz, Austria","[47.761216, 16.805928]",,
"MarquÃ©s de Gelida Winery, Spain","Lugar Can Llopart Alzines, s/n, 08770 Sant SadurnÃ_ d'Anoia, Barcelona, Spain","[41.4542711, 1.8072171]",,
"Meyer-FonnÃ© Winery, France","24 Grand Rue, 68230 Katzenthal, France","[48.10798579999999, 7.281331599999999]",,
"Bibich Winery, Croatia","Zapadna Ulica 63, 22222, Plastovo, Croatia","[43.8811469, 15.9191855]",,
"Shypoke Winery, US","2882 Foothill Blvd, Calistoga, CA 94515, USA","[38.58434, -122.600558]",,
"ChÃ¢teau du Coing de Saint-Fiacre Winery, France","Le Coin, 44690 Saint-Fiacre-sur-Maine, France","[47.149545, -1.44461]",,
"ChÃ¢teau Jean-Faure Winery, France","Jean FaurÃ©, 33330 Saint-Ã‰milion, France","[44.920015, -0.182728]",,
"Riverhaven Winery, US","Riverhaven Pl, Hoover, AL 35216, USA","[33.3768888, -86.7921779]",,
"Bouchard Finlayson Winery, South Africa","R320, Hermanus, 7200, South Africa","[-34.381722, 19.241867]",,
"Churchill Cellars Winery, US","Second Floor Canada, 350 Sheppard Ave E, North York, ON M2N 3B4, Canada","[43.765244, -79.395078]",,
"Mountford Winery, New Zealand","434 Omihi Rd, Waipara 7483, New Zealand","[-43.0393918, 172.7933321]",,
"ChÃ¢teau la Tour de Bessan Winery, France","45 Route d'Arsac, 33460 Cantenac, France","[45.0172389, -0.6799668999999999]",,
"Vieux ChÃ¢teau des Templiers Winery, France","Vieux-ChÃ¢teau, France","[47.469569, 4.133932]",,
"Cesarini Sforza Winery, Italy","Via Stella, 9a, 38123 Trento TN, Italy","[46.0396578, 11.1142611]",,
"Domaine des Roches Neuves Winery, France","56 Boulevard Saint-Vincent, 49400 Varrains, France","[47.2232609, -0.0642508]",,
"Vavasour Winery, New Zealand","1549 redwood pass, awatere valley, Blenheim 7274, New Zealand","[-41.647971, 174.062816]",,
"ViÃ±a Mein Winery, Spain","Lugar de Mein, s/n, 32420 Leiro, Ourense, Spain","[42.361717, -8.113188]",,
"Rocca di Montemassi Winery, Italy","Rocca di Montemassi, Loc. Pian del Bichi, 58027 Montemassi GR, Italy","[42.950517, 11.056966]",,
"Boscarelli Winery, Italy","Via di Montenero, 24, 53045 Montepulciano SI, Italy","[43.105494, 11.850853]",,
"Leira Winery, Spain","Carretera de Aranda, km 5, 09471 Fuentelcesped, Burgos, Burgos, Spain","[41.5980777, -3.644186099999999]",,
"Morisfarms Winery, Italy","Fattoria Poggetti LocalitÃ  Cura Nuova, 58024 Massa Marittima GR, Italy","[42.96958, 10.828253]",,
"Ormanni Winery, Italy","LocalitÃ  Ormanni, 53036 Poggibonsi SI, Italy","[43.477626, 11.202685]",,
"Quinta da Gaivosa Winery, Portugal","Rua Dr. AmÃ¢ndio de Figueiredo 1305, 5030, Portugal","[41.2325455, -7.7632065]",,
"ChÃ¢teau La Croix de Queynac Winery, France","8 Route de Saint-Jacques-de -Compostelle, 33500 Pomerol, France","[44.9349824, -0.1996843]",,
"ChÃ¢teau l'EspÃ©rance Winery, France","2 L'EspÃ©rance, 33390 Berson, France","[45.1268866, -0.5823267999999999]",,
"Croma Vera Winery, US","445 1st St, Avila Beach, CA 93424, USA","[35.17965270000001, -120.7339498]",,
"Demarie Winery, Italy","Via Castellinaldo, 16, 12040 Vezza d'Alba CN, Italy","[44.764393, 8.018837]",,
"Ellena Winery, Italy","B.ta Ascheri Sottani, 62, 12064 La Morra CN, Italy","[44.655596, 7.911486000000001]",,
"Encanto Winery, Spain","Plaza Industria Toral de los Vados, 24560 Toral de los Vados, LeÃ_n, Spain","[42.546078, -6.783644]",,
"Taron Winery, Spain","Ctra. Miranda, s/n, 26211 Tirgo, La Rioja, Spain","[42.548028, -2.952873]",,
"Almquist Winery, US","198 Nickerson St, Seattle, WA 98109, USA","[47.6480111, -122.3527712]",,
"Biegler Winery, Austria","Wr. Str. 14-18, 2352 Gumpoldskirchen, Austria","[48.045003, 16.277723]",,
"Carravid Winery, Spain","2Âº, Calle Sol de las Moreras, 3, 09400 Aranda de Duero, Burgos, Spain","[41.6698952, -3.6844439]",,
"ChÃ¢teau du Juge Winery, France","98 Avenue de Mont de Marsan, 33850 LÃ©ognan, France","[44.715818, -0.609204]",,
"Latah Creek Winery, US","13030 E Indiana Ave, Spokane, WA 99216, USA","[47.674801, -117.2293191]",,
"Golser Wein Winery, Austria","Hofrat Achs Weg 15, 7122 Gols, Austria","[47.89449399999999, 16.89929]",,
"ChÃ¢teau d'Orschwihr Winery, France","1 Rue du Ctre, 68500 Orschwihr, France","[47.9351809, 7.234626800000001]",,
"Saggi Winery, US","1604 Frenchtown Rd, Walla Walla, WA 99362, USA","[46.0701256, -118.4902834]",,
"Scheid Vineyards, US","San Carlos St & 7th Ave, Carmel-By-The-Sea, CA 93923, United States","[36.5536755, -121.9217043]",,
"Iby Winery, Austria","Kirchengasse 4, 7312 Horitschon, Austria","[47.586802, 16.551607]",,
"Mas Amiel Winery, France","Mas Amiel, 66460 Maury, France","[42.8063674, 2.6531736]",,
"Arrocal Winery, Spain","C/ Eras de Santa MarÃ_a, S/N, 09443 Gumiel del Mercado, Burgos, Spain","[41.752261, -3.8037988]",,
"Rombauer Winery, US","3522 Silverado Trail N, St Helena, CA 94574, USA","[38.545952, -122.49267]",,
"Domaine Sylvain Pataille Winery, France","14 Rue Neuve, 21160 Marsannay-la-CÃ´te, France","[47.270377, 4.9901865]",,
"Vidon Vineyard, US","17425 NE Hillside Dr, Newberg, OR 97132, USA","[45.345977, -123.016877]",,
"Villa Raiano Winery, Italy","Via Bosco Satrano, 1, 83020 San Michele di Serino AV, Italy","[40.874324, 14.832333]",,
"Stonegate Winery, US","27 David Lewis Rd, Gilford, NH 03249, USA","[43.5515554, -71.44070599999999]",,
"Tapiz Winery, Argentina","RP15, Agrelo, LujÃ¡n de Cuyo, Mendoza, Argentina","[-33.156379, -68.89595]",,
"Two Oceans Winery, South Africa","Cape Peninsula, Cape Town, 7975, South Africa","[-34.3502673, 18.4846308]",,
"Domaine Thierry Mortet Winery, France","16 Place des Marronniers, 21220 Gevrey-Chambertin, France","[47.227441, 4.9771226]",,
"Garnet Winery, US","645 Devlin Rd, Napa, CA 94558, USA","[38.2193043, -122.2633759]",,
"Arbiola Winery, Italy","Regione Saline, 51, 14050 Nizza Monferrato AT, Italy","[44.7675432, 8.302966999999999]",,
"Quackenbush Winery, US","1600 16th St, Central City, NE 68826, USA","[41.115966, -98.0004969]",,
"Earthquake Winery, US","4580 CA-12, Lodi, CA 95242, USA","[38.1157607, -121.3721358]",,
"Artisan Uprising Winery, US","1505 E Chestnut Ave, Lompoc, CA 93436, USA","[34.6421894, -120.4398724]",,
"Bodegas Imperiales Winery, Spain","a IrÃºn Km 171, Carr de Madrid, 09370 Gumiel de IzÃ¡n, Burgos, Spain","[41.782171, -3.699809]",,
"Domaine Coudoulis Winery, France","314 Rue Nostradamus, 30126 Saint-Laurent-des-Arbres, France","[44.0556488, 4.6920077]",,
"Weingut Weber Winery, Germany","Im Offental 1, 77955 Ettenheim, Germany","[48.25482, 7.794245]",,
"Castello di Meleto Winery, Italy","LocalitÃ  Castello di Meleto, 53013 Gaiole In Chianti SI, Italy","[43.4500447, 11.4246022]",,
"Cecchi Winery, Italy","LocalitÃ  Casina dei Ponti, 56, 53011 Castellina in Chianti SI, Italy","[43.418671, 11.219658]",,
"Diadema Winery, Italy","Via Imprunetana per Tavarnuzze, 19, 50023 Impruneta FI, Italy","[43.6880265, 11.2501793]",,
"Zacharias Winery, Greece","2Î¿Î§Î›Îœ ÎùÎ•ÎœÎ•Î‘Î£ Î Î•Î_Î¡Î™ÎùÎŸÎ¥, Nemea 205 00, Greece","[37.8371073, 22.6504887]",,
"Espana Robles Winery, US","7750 US-101, Paso Robles, CA 93446, USA","[35.7135525, -120.695865]",,
"MolÃ_ dels Capellans Winery, Spain","Capellans, 43840 Salou, Tarragona, Spain","[41.0686515, 1.1488704]",,
"Plozza Winery, Italy","Viale Cappuccini, 26, 23037 Tirano SO, Italy","[46.21998139999999, 10.1636746]",,
"Clos des Verdots Winery, France","Vignoble des Verdots, 24560 Conne-de-Labarde, France","[44.776006, 0.554601]",,
"Domaine de la Tour BoisÃ©e Winery, France","1 Rue du ChÃ¢teau d'Eau, 11800 Laure-Minervois, France","[43.27138100000001, 2.518381]",,
"Domaine du Moulin Berger Winery, France","Le Moulin Berger, 71570 Saint-Amour-Bellevue, France","[46.249815, 4.74942]",,
"Meerlust Winery, South Africa","33 Baden Powell Dr, R310, Stellenbosch, South Africa","[-34.0170159, 18.7571449]",,
"Mommessin Winery, France","403 Route de Saint-Vincent, 69430 QuinciÃ©-en-Beaujolais, France","[46.12053419999999, 4.6415034]",,
"Valle Winery, Italy","50, SR20, 11010 Aymavilles AO, Italy","[45.7046096, 7.247539299999999]",,
"Black Pearl Winery, South Africa","Paarl, South Africa","[-33.7393505, 18.8906761]",,
"Enjoie Winery, US","2825 Naramata Rd, Naramata, BC V0H 1N1, Canada","[49.5833534, -119.5841615]",,
"Gracia de Chile Winery, Chile","Hijuela El MaitÃ©n S/N, Casablanca, RegiÃ_n de ValparaÃ_so, Chile","[-33.317081, -71.460571]",,
"ViÃ±a Costeira Winery, Spain","s/n, Ribadavia, 32415 Val de Pereira, Ourense, Spain","[42.305462, -8.119258]",,
"Pueblo del Sol Winery, Uruguay",Uruguay,"[-32.522779, -55.765835]",,
"BrÃ_der Dr. Becker Winery, Germany","Mainzer Str. 3, 55278 LudwigshÃ¶he, Germany","[49.81779, 8.34319]",,
"Caves Cooperatives de Donnas Winery, Italy","Via Roma, 97, 11020 Donnas AO, Italy","[45.60324809999999, 7.772962100000001]",,
"EdetÃ ria Winery, Spain","TV-7231, 3, 43780 Gandesa, Tarragona, Spain","[41.0746186, 0.4297315]",,
"Weingut Georg Albrecht Schneider Winery, Germany","WilhelmstraÃŸe 6, 55283 Nierstein, Germany","[49.8708395, 8.339762799999999]",,
"Marangona Winery, Italy","Localita' Marangona, 1, 25010 Pozzolengo BS, Italy","[45.44199, 10.64304]",,
"Peter Zemmer Winery, Italy","Via del Vino, 24, 39040 Cortina Sulla Strada del Vino BZ, Italy","[46.26765, 11.22482]",,
"Terre de Vignerons Winery, France","17-19 Route des Vignerons, 33790 Landerrouat, France","[44.74090109999999, 0.1550884]",,
"ChÃ¢teau Les Bertrands Winery, France","7 Rue Les Bertrands-Nord, 33860 Reignac, France","[45.244331, -0.5264312]",,
"Salton Winery, Brazil",Brazil,"[-14.235004, -51.92528]",,
"ChÃ¢teau Marot Winery, France","2 Marot S, 33790 Soussac, France","[44.7375946, 0.0018815]",,
"Gray Ghost Winery, US","14706 Lee Hwy, Amissville, VA 20106, USA","[38.6779364, -78.003963]",,
"Salvestrin Winery, US","397 Main St, St Helena, CA 94574, USA","[38.496065, -122.46058]",,
"Horton Winery, US","6399 Spotswood Trail, Gordonsville, VA 22942, USA","[38.166881, -78.2609054]",,
"Marichal Winery, Uruguay","Canelones Department, Uruguay","[-34.554847, -56.31723599999999]",,
"Luce della Vite Winery, Italy","Loc. Castelgiocondo, 53024 Montalcino SI, Italy","[43.0457858, 11.4215681]",,
"Baiting Hollow Farm Vineyard, US","2114 Sound Ave, Calverton, NY 11933, USA","[40.9575244, -72.7561656]",,
"ChÃ¢teau de la GreniÃ¨re Winery, France","LD La Garrigue, 24240 Saussignac, France","[44.80656399999999, 0.328731]",,
"ChÃ¢teau de Sainte-Gemme Winery, France","ChÃ¢teau Caronne, 33112 Saint-Laurent-MÃ©doc, France","[45.130094, -0.7779889999999999]",,
"CÃ  dei Frati Winery, Italy","Via Frati, 22, 25019 Sirmione BS, Italy","[45.454773, 10.61662]",,
"Chacewater Winery, US","5625 Gaddy Ln, Kelseyville, CA 95451, USA","[38.9823669, -122.8344233]",,
"ChÃ¢teau de Berne Winery, France","Route de Salernes, 83510 Lorgues, France","[43.5164874, 6.3657448]",,
"ChÃ¢teau Minuty Winery, France","2491 Route de la Berle, 83580 Gassin, France","[43.242938, 6.595379899999999]",,
"ChÃ¢teau Roubine Winery, France","4216 Route de Draguignan, 83510 Lorgues, France","[43.4948408, 6.4102312]",,
"Clos LaChance Winery, US","1 Hummingbird Ln, San Martin, CA 95046, USA","[37.0728894, -121.6432703]",,
"Fabre Montmayou Winery, Argentina","Roque SÃ¡enz PeÃ±a, Mendoza, Argentina","[-33.0347975, -68.921787]",,
"Wieninger Winery, Austria","Stammersdorfer Str. 31, 1210 Wien, Austria","[48.3023867, 16.409877]",,
"Ancient Peaks Winery, US","22720 El Camino Real, Santa Margarita, CA 93453, USA","[35.389063, -120.613002]",,
"ChÃ¢teau Saint-Maur Winery, France","535, Route D48, 83310 Cogolin, France","[43.2603823, 6.5149963]",,
"ChÃªne Winery, US","1990 Corbett Canyon Rd, Arroyo Grande, CA 93420, USA","[35.187035, -120.578018]",,
"Citari Winery, Italy","2 Localita' Citari, Desenzano Del Garda, BS 25015, Italy","[45.4217681, 10.6060224]",,
"Den Hoed Winery, US","3861 1st Ave S, #B, Seattle, WA 98134, United States","[47.5679737, -122.3353276]",,
"Feudo Arancio Winery, Italy","Contrada Portella Misilbesi, 92017 Sambuca di Sicilia AG, Italy","[37.6528056, 13.0170393]",,
"Feudo Disisa Winery, Italy","Via Roma, 392, 90139 Palermo PA, Italy","[38.1232923, 13.3597997]",,
"Feudo Monaci Winery, Italy","Contrada via Case Sparse, 73015 Salice Salentino LE, Italy","[40.3898762, 17.8777131]",,
"Flam Winery, Israel","_™_¢_¨ _”_§_“_•_©_™_ù, _™_¢_¨ _”_§_“_•_©_™_ù, _ê_©_ª_ê_•_œ, Eshtaol, Israel","[31.7774214, 35.0151979]",,
"Ara Winery, New Zealand","Wairau Valley 7271, New Zealand","[-41.5450228, 173.7195259]",,
"Bazelet HaGolan Winery, Israel","_§_“___ª ___‘_™, _¨___ª _”_’_•_œ_Ÿ, 1242100","[33.0264121, 35.6979854]",,
"Belhurst Winery, US","4069 W Lake Rd, Geneva, NY 14456, USA","[42.8392709, -76.9752306]",,
"Convento San Francisco Winery, Spain","Calle Calvario, 22, 47300 PeÃ±afiel, Valladolid, Spain","[41.5961761, -4.124715699999999]",,
"Domaine Chasselay Winery, France","911 Chemin du Petit Fromentin, 69380 Chasselay, France","[45.8655578, 4.7673244]",,
"Lujon Winery, US","13301 NE Kuehne Rd, Carlton, OR 97111, USA","[45.3129971, -123.0916786]",,
"Mahoney Winery, US","1134 Dealy Ln, Napa, CA 94559, USA","[38.26316449999999, -122.3418126]",,
"Swirl Winery, US","3143 Ponce De Leon St, New Orleans, LA 70119, USA","[29.9806209, -90.0843017]",,
"Altozano Winery, Spain","Carretera Tecate - Ensenada Km 83, Ejido Francisco Zarco, Valle de Guadalupe, 22750 Ensenada, BC, Mexico","[32.066555, -116.60188]",,
"Baron Philippe de Rothschild Winery, France","ChÃ¢teau Mouton Rothschild, 33250 Pauillac, France","[45.2130751, -0.7698524]",,
"Bodega NQN Winery, Argentina","AÃ±elo, Neuquen, Argentina","[-38.54935589999999, -68.4134337]",,
