USAF,WBAN,STATION NAME,CTRY,ST CALL,LAT,LON,ELEV(M),BEGIN,END
422660,99999,SHAHJAHANPUR,IN,,27.883000,79.900000,155,20090205,20180619
422700,99999,KHERI,IN,,27.900000,80.800000,147,19730101,20171124
422710,99999,HARDOI,IN,,27.383000,80.167000,142,19730101,20180619
422730,99999,BAHRAICH,IN,,27.567000,81.600000,124,19440101,20180619
422740,99999,GONDA,IN,,27.133000,81.967000,110,19730101,20171008
422790,99999,BASTI,IN,,26.800000,82.733000,89,20160804,20171222
422820,99999,NAUTANWA,IN,,27.433000,83.417000,99,19730101,20030304
422890,99999,,,,,,,19570104,19621227
422950,99999,DARJEELING,IN,,27.050000,88.267000,2128,19440101,20180619
422960,99999,KALIMPONG,IN,,27.067000,88.467000,1209,20151207,20180619
422990,99999,GANGTOK,IN,,27.333000,88.617000,1756,19740902,20180619
423050,99999,BOMDILA,IN,,27.417000,92.850000,2484,20020727,20050401
423090,99999,LILABARI,IN,VELR,27.295000,94.098000,100.6,19431223,20180619
423110,99999,SIBSAGAR,IN,,26.983000,94.633000,97,19440101,20160117
423120,99999,ZIRO,IN,,27.917000,94.800000,1476,20010802,20171105
423140,99999,DIBRUGARH,IN,VEMN,27.484000,95.017000,110.3,19420714,20180619
423160,99999,DIGBOI,IN,,27.383000,95.617000,143,19440901,20160805
423280,99999,JAISALMER,IN,,26.900000,70.917000,231,19730101,20180619
423390,99999,JODHPUR,IN,VIJO,26.251000,73.049000,218.5,19430731,20180619
423430,99999,AJMER,IN,,26.450000,74.617000,486,19440101,20180619
423480,99999,JAIPUR,IN,VIJP,26.824000,75.812000,385,19440101,20180619
423490,99999,TONK,IN,,26.167000,75.750000,272,19990514,20160718
423540,99999,DHOLPUR,IN,,26.667000,77.833000,176,19730101,20090205
423580,99999,BHIND,IN,,26.567000,78.800000,168,20020328,20021208
423610,99999,GWALIOR,IN,VIGR,26.293000,78.228000,188.1,19440101,20180619
423630,99999,MISSISSIPPI CANYON OIL PLATFO,US,LA,28.160000,-89.220000,37,20130206,20160618
423640,99999,ETAWAH,IN,,26.733000,78.983000,151,20010711,20170730
423660,99999,KANPUR,IN,,26.433000,80.367000,125,19450621,20180217
423670,99999,KANPUR CHAKERI,IN,VICX,26.404000,80.410000,123.4,19440101,20180619
423680,99999,LUCKNOW,IN,,26.867000,80.933000,111,19730101,20161218
423690,99999,LUCKNOW,IN,VILK,26.761000,80.889000,125,19440101,20180619
423720,99999,FURSATGANJ AIRPORT,IN,VERB,26.250000,81.383000,109.7,20130529,20180619
423740,99999,FAIZABAD,IN,,26.750000,82.083000,102,20020203,20161209
423750,99999,SULTANPUR,IN,,26.250000,82.000000,97,19990614,20160416
423790,99999,GORAKHPUR,IN,VEGK,26.740000,83.450000,78.9,19440101,20180619
423810,99999,AZAMGARH,IN,,26.050000,83.217000,78,19730101,19800626
423820,99999,RAXAUL,IN,,26.983000,84.850000,79,19730101,20180409
423830,99999,MOTIHARI,IN,,26.667000,84.917000,66,19440101,20160930
423870,99999,MUZAFFARPUR,IN,,26.117000,85.400000,53,19740515,20180619
423900,99999,MUZAFFARPUR AERODROME,IN,,26.117000,85.317000,53,20011029,20170327
423910,99999,DARBHANGA,IN,,26.167000,85.900000,49,19440101,20180619
423930,99999,SUPAUL,IN,,26.133000,86.583000,50,20010905,20180619
423950,99999,FORBESGANJ,IN,,26.300000,87.267000,61,19730101,20180619
423970,99999,SILIGURI,IN,,26.667000,88.367000,123,19990213,20161220
423980,99999,BAGDOGRA,IN,VEBD,26.681000,88.329000,125.6,19570618,20180619
423990,99999,JALPAIGURI,IN,,26.533000,88.717000,83,19440101,20180619
424030,99999,COOCH BEHAR,IN,,26.333000,89.467000,43,19430220,20180619
424040,99999,DHUBRI,IN,,26.017000,89.983000,36,19440101,20180619
424060,99999,DHUBRI/RUPSI,IN,,26.150000,89.917000,45,19450630,19450930
424070,99999,GOALPARA,IN,,26.183000,90.633000,38,19730102,20180619
424080,99999,RANGIA,IN,,26.433000,91.617000,60,20151207,20180615
424090,99999,TANGLA,IN,,26.650000,91.917000,65,19740221,20180221
424100,99999,GUWAHATI INTL,IN,VEGT,26.106000,91.586000,49.4,19440102,20180619
424130,99999,MAJBAT,IN,,26.750000,92.350000,120,20011009,20180619
424140,99999,CHAPARMUKH,IN,,26.200000,92.517000,66,19730103,20180619
424150,99999,TEZPUR,IN,,26.617000,92.783000,79,19440101,20180619
424160,99999,TEZPUR/BINDUKURI,IN,,26.717000,92.800000,75,19430510,19801101
424190,99999,GOHPUR,IN,,26.833000,93.583000,82,19831028,20071017
424200,99999,GOLAGHAT,IN,,26.517000,93.983000,95,19740806,20180619
424230,99999,JORHAT,IN,,26.067000,90.167000,880,19740708,20180619
424231,99999,JORHAT,IN,VEJT,26.732000,94.176000,94.8,19430414,20180530
424350,99999,BARMER,IN,,25.750000,71.383000,194,19440101,20180619
424390,99999,JALORE,IN,,25.350000,72.617000,168,20151208,20180109
424410,99999,ERINPURA /JAWAI DAM SITE,IN,,25.083000,73.083000,295,19450801,20180619
424470,99999,BHILWARA,IN,,25.350000,74.633000,425,20020917,20180619
424500,99999,BUNDI,IN,,25.450000,75.633000,267,20030202,20180619
424510,99999,KOTA-IN-RAJASTHAN,IN,,25.183000,75.850000,256,19570101,19780502
424511,99999,KOTA,IN,,25.183000,75.850000,257,19440101,19561231
424520,99999,KOTA,IN,VIKO,25.160000,75.846000,273.1,19730101,20180619
424530,99999,SAWAI MADHOPUR,IN,,25.983000,76.367000,264,20010822,20180619
424560,99999,SHEOPUR,IN,,25.667000,76.683000,235,19730101,20180619
424590,99999,SHIVPURI,IN,,25.333000,77.650000,464,20020528,20180619
424600,99999,DATIA,IN,,25.667000,78.467000,229,20020417,20180619
424630,99999,JHANSI,IN,VIJN,25.491000,78.558000,244.1,19440101,20180619
424670,99999,NOWGONG,IN,,25.067000,79.450000,229,19440101,20180619
424680,99999,ORAI,IN,,25.983000,79.500000,141,20030216,20180619
424690,99999,HAMIRPUR,IN,,25.950000,80.150000,109,20090205,20180619
424710,99999,FATEHPUR,IN,,25.933000,80.833000,114,19730101,20170523
424720,99999,PRATAPGARH,IN,,25.900000,81.950000,99,20161018,20161018
424730,99999,BANDA,IN,,25.467000,80.367000,121,20040902,20180619
424750,99999,ALLAHABAD,IN,VIAL,25.441000,81.735000,98.1,19420727,20180501
424770,99999,JAUNPUR,IN,,25.750000,82.683000,80,20170531,20171031
424790,99999,LAL BAHADUR SHASTRI,IN,VEBN,25.450000,82.867000,81.1,19730101,20180619
424820,99999,GHAZIPUR,IN,,25.400000,83.550000,67,20010718,20180619
424830,99999,VARANASI,IN,,25.300000,83.017000,90,19440101,20180619
424840,99999,BALLIA,IN,,25.750000,84.167000,64,20020217,20180531
424870,99999,ARRAH,IN,,25.567000,84.667000,58,20170508,20170508
424880,99999,CHAPRA,IN,,25.783000,84.733000,58,20051019,20180619
424920,99999,PATNA,IN,VEPT,25.591000,85.088000,51.8,19440101,20180619
424980,99999,BHAGALPUR,IN,,25.233000,86.950000,49,19570102,20180619
424990,99999,SABAUR,IN,,25.233000,87.067000,37,20020614,20180619
425000,99999,PURNEA,IN,,25.267000,87.467000,38,19440101,20180619
425030,99999,MALDA,IN,,25.033000,88.133000,31,19730101,20180619
425060,99999,BALURGHAT,IN,,25.217000,88.783000,26,20030414,20180619
425110,99999,TURA,IN,,25.517000,90.233000,370,19730101,20030226
425120,99999,SHILLONG ARPT/UMROI ARPT,IN,VEBI,25.700000,91.983000,891.2,20151208,20180619
425150,99999,CHERRAPUNJI,IN,,25.250000,91.733000,1313,19440101,20180619
425160,99999,SHILLONG,IN,,25.567000,91.883000,1598,19440101,20180619
425220,99999,HAFLONG,IN,,25.167000,93.017000,682,20151207,20180619
425230,99999,LUMDING,IN,,25.750000,93.183000,149,19730101,20180619
425270,99999,KOHIMA,IN,,25.633000,94.167000,1406,19770923,20180619
425390,99999,DEESA,IN,,24.200000,72.200000,136,19440101,20180619
425400,99999,MOUNT ABU,IN,,24.600000,72.717000,1195,19440101,20180619
425420,99999,UDAIPUR,IN,VAUD,24.618000,73.896000,513.3,19750811,20180619
425430,99999,UDAIPUR,IN,,24.583000,73.700000,582,19440601,20170701
425460,99999,CHITTORGARH,IN,,24.883000,74.633000,404,20090205,20180619
425470,99999,NIMACH,IN,,24.467000,74.900000,496,19440101,20030622
425520,99999,CHAMBAL/RAWAT BHATA,IN,,24.917000,75.583000,351,20040727,20090205
425550,99999,JHALAWAR,IN,,24.533000,76.167000,321,19440101,20180109
425570,99999,RAJGARH,IN,,24.000000,76.717000,382,20030117,20180619
425590,99999,GUNA,IN,,24.650000,77.317000,478,19440101,20180619
425620,99999,TIKAMGARH,IN,,24.767000,78.833000,345,20030101,20180619
425670,99999,KHAJURAHO,IN,,24.983000,79.917000,217,20020623,20180619
425700,99999,PANNA,IN,,24.717000,80.167000,354,20010726,20180611
425710,99999,SATNA,IN,VIST,24.567000,80.833000,317,19440101,20180619
425740,99999,REWA,IN,,24.533000,81.300000,299,20090205,20180619
425770,99999,SIDHI,IN,,24.417000,81.867000,272,19730101,20180619
425870,99999,DALTONGANJ,IN,,24.050000,84.067000,221,19440101,20180619
425880,99999,DEHRI,IN,,24.917000,84.183000,107,19730101,20180619
425910,99999,GAYA,IN,VEGY,24.744000,84.951000,115.8,19421122,20180619
425950,99999,JAMUI,IN,,24.933000,86.300000,82,20120710,20120710
425990,99999,DUMKA,IN,,24.267000,87.250000,149,19440102,20180409
426030,99999,BERHAMPORE,IN,,24.133000,88.267000,19,19440101,20180619
426180,99999,KAILASHAHAR,IN,,24.317000,92.000000,30,19450119,20180613
426190,99999,SILCHAR,IN,,24.750000,92.800000,29,19440101,20180619
426200,99999,SILCHAR/KUMBHIRGRAM,IN,,24.917000,92.983000,105,19860321,19910723
426230,99999,IMPHAL,IN,VEIM,24.760000,93.897000,774.2,19441202,20180619
426310,99999,NALIYA,IN,,23.250000,68.850000,21,19730101,20180619
426340,99999,BHUJ,IN,VABJ,23.288000,69.670000,81.7,19440101,20180619
426380,99999,KANDLA AERODROME,IN,,23.150000,70.117000,29,20041007,20180619
426390,99999,NEW KANDLA,IN,,23.000000,70.217000,14,20030727,20180619
426409,99999,MT HOREB,IN,C96,42.983000,-89.750000,370,19860331,19860331
426470,99999,AHMEDABAD,IN,VAAH,23.077000,72.635000,57.6,19440101,20180619
426510,99999,IDAR,IN,,23.833000,73.033000,219,20090205,20180525
426520,99999,DUNGARPUR,IN,,23.833000,73.667000,291,20011122,20171011
426540,99999,GANDHINAGAR,IN,,23.233000,72.717000,82,20151207,20180619
426550,99999,BANSWARA,IN,,23.550000,74.450000,220,20021116,20090205
426610,99999,RATLAM,IN,,23.317000,75.050000,486,19730101,20180619
426620,99999,UJJAIN,IN,,23.183000,75.783000,489,20020615,20180619
426650,99999,SHAJAPUR,IN,,23.433000,76.317000,446,20010806,20180619
426670,99999,BHOPAL,IN,VABP,23.287000,77.337000,524,19440101,20180619
426690,99999,VIDISHA,IN,,23.533000,77.817000,430,20010713,20010713
426710,99999,SAGAR,IN,,23.850000,78.750000,551,19440101,20180619
426720,99999,RAISEN,IN,,23.317000,77.833000,440,19840225,20180619
426740,99999,DAMOH,IN,,23.833000,79.450000,371,20040603,20180619
426750,99999,JABALPUR,IN,VAJB,23.178000,80.052000,495,19440101,20180619
426790,99999,UMARIA,IN,,23.533000,80.883000,459,19730101,20180619
426930,99999,AMBIKAPUR,IN,,23.167000,83.250000,611,19730101,20180619
426990,99999,HAZARIBAGH,IN,,23.983000,85.367000,611,19440101,20110524
427000,99999,RANCHI,IN,,23.433000,85.400000,647,19730101,20140203
427010,99999,BIRSA MUNDA,IN,VERC,23.314000,85.322000,654.7,19440101,20180619
427030,99999,DHANBAD,IN,,23.783000,86.433000,257,20010813,20170103
427040,99999,PANAGARH,IN,,23.467000,87.433000,74,19431130,20020805
427050,99999,PURULIA,IN,,23.333000,86.417000,255,19440325,20180619
427051,99999,KULLU MANALI,IN,VIBR,31.877000,77.154000,1089.1,20040707,20180502
427052,99999,CHANDIGARH,IN,VICG,30.673000,76.789000,308.5,20060812,20180618
427053,99999,LEH,IN,VILH,34.136000,77.547000,3255.9,20060905,20180404
427055,99999,CALICUT,IN,VOCL,11.137000,75.955000,104.2,20100125,20180619
427056,99999,BANGALURU INTL AIRPORT,IN,VOBL,13.200000,77.700000,915,20080721,20180619
427060,99999,BANKURA,IN,,23.383000,87.083000,100,20050225,20180619
427070,99999,,,,,,,20010726,20021102
427080,99999,SHANTI NIKETAN,IN,,23.650000,87.700000,59,20010913,20180619
427090,99999,BURDWAN,IN,,23.233000,87.850000,30,19440101,20180619
427110,99999,KRISHNANAGAR,IN,,23.400000,88.517000,15,19950425,20180619
427140,99999,BAGATI,IN,,22.983000,88.367000,12,19801206,20180619
427150,99999,MALANJKHAND,IN,,22.000000,80.700000,581,20011121,20180619
427240,99999,AGARTALA,IN,VEAT,23.887000,91.240000,14,19450110,20180619
427260,99999,LENGPUI,IN,VELP,23.841000,92.620000,426.1,20150409,20180619
427270,99999,AIJAL,IN,,23.733000,92.717000,1097,19540101,20180619
427275,99999,LENGPUI,IN,,23.841000,92.620000,426.1,20100719,20100719
427290,99999,MANDVI,IN,,22.817000,69.267000,9,20010921,20180619
427300,99999,OKHA,IN,,22.483000,69.117000,7,20011014,20180619
427310,99999,DWARKA,IN,,22.367000,69.083000,11,19440101,20180619
427340,99999,JAMNAGAR,IN,,22.450000,70.083000,14,19730101,19760102
427370,99999,RAJKOT,IN,VARK,22.309000,70.780000,134.4,19440101,20180619
427371,99999,RAIPUR,IN,VARP,21.180000,81.739000,317.3,20060416,20180514
427400,99999,SURENDRANAGAR,IN,,22.733000,71.600000,74,19730101,20180619
427440,99999,VALLABH VIDYANAGAR,IN,,22.567000,72.933000,44,19831001,20180619
427470,99999,BARODA,IN,,22.300000,73.250000,34,19440101,20160404
427480,99999,BARODA AERODROME,IN,,22.333000,73.267000,37,20030727,20180619
427500,99999,,,,,,,19870518,19870518
427510,99999,DOHAD,IN,,22.833000,74.267000,333,19440101,20180512
427520,99999,DHAR,IN,,22.600000,75.300000,583,19740724,20180619
427540,99999,DEVI AHILYABAI HOLKAR,IN,VAID,22.722000,75.801000,563.9,19440101,20180619
427630,99999,HOSHANGABAD,IN,,22.767000,77.767000,302,19440101,20180619
427670,99999,PACHMARHI,IN,,22.467000,78.433000,1075,19440101,20180619
427680,99999,CHHINDWARA,IN,,22.100000,79.000000,685,20020814,20180619
427700,99999,NARSINGHPUR,IN,,22.950000,79.183000,356,20010709,20180618
427710,99999,SEONI,IN,,22.083000,79.550000,619,19440101,20180619
427760,99999,MANDLA,IN,,22.583000,80.367000,443,20070520,20180619
427790,99999,PENDRA ROAD,IN,,22.767000,81.900000,625,19440101,20180619
427820,99999,BILASPUR,IN,VABI,21.988000,82.111000,274,20110724,20180619
427830,99999,CHAMPA,IN,,22.033000,82.700000,245,19730101,20090205
427900,99999,JASHPURNAGAR,IN,,22.883000,84.133000,771,20011004,20160628
427920,99999,SUNDARGARH,IN,,22.117000,84.033000,240,20020620,20180619
427930,99999,ROURKELA,IN,,22.217000,84.883000,196,20170815,20170815
427950,99999,CHAIBASA,IN,,22.550000,85.817000,226,19440101,20161004
427980,99999,JAMSHEDPUR,IN,VEJS,22.813000,86.169000,153.9,19730101,20180619
427990,99999,JAMSHEDPUR,IN,,22.817000,86.183000,129,19450801,20180423
428021,99999,KALAIKUNDA,IN,,22.333000,87.217000,62,19440115,19451210
428030,99999,MIDNAPORE,IN,,22.417000,87.317000,45,19730101,20180619
428050,99999,ULUBERIA,IN,,22.500000,87.950000,5,19810506,20180619
428070,99999,KOLKATA/ALIPORE,IN,,22.533000,88.333000,6,19440331,20180619
428080,99999,,,,,,,19740821,19740910
428081,99999,CALCUTTA/BARRACKS,IN,,22.767000,88.367000,7,19440331,19460531
428090,99999,NETAJI SUBHASH CHANDRA BOSE I,IN,VECC,22.655000,88.447000,4.9,19430831,20180619
428100,99999,BASIRHAT,IN,,22.650000,88.867000,4,20151207,20171211
428110,99999,DIAMOND HARBOUR,IN,,22.183000,88.200000,7,20011015,20180619
428120,99999,CANNING,IN,,22.250000,88.667000,4,20090205,20180619
428300,99999,PORBANDAR,IN,,21.650000,69.667000,5,19730101,20180619
428320,99999,KESHOD,IN,,21.317000,70.317000,50,20010916,20010916
428340,99999,AMRELI,IN,,21.600000,71.217000,115,19740517,20180619
428370,99999,MAHUVA,IN,,21.083000,71.783000,9,20010711,20180619
428380,99999,BHAUNAGAR,IN,,21.750000,72.200000,5,19440101,20180619
428390,99999,,,,,,,19570101,19631231
428400,99999,SURAT,IN,,21.200000,72.833000,12,19440101,20180619
428410,99999,BROACH,IN,,21.733000,73.000000,17,20011001,20030616
428460,99999,NANDURBAR,IN,,21.333000,74.250000,206,20160321,20180619
428490,99999,KHARGONE,IN,,21.817000,75.617000,251,20090205,20180619
428510,99999,JALGAON,IN,,21.050000,75.567000,201,19440101,20180619
428550,99999,KHANDWA,IN,VAKD,21.833000,76.367000,318,19440101,20180619
428600,99999,BETUL,IN,,21.867000,77.933000,653,19730101,20180619
428660,99999,NAGPUR (MAYO HOSPITAL),IN,,21.150000,79.117000,311,19860516,20180330
428670,99999,DR AMBEDKAR INTL,IN,VANP,21.092000,79.047000,314.9,19440101,20180619
428710,99999,GONDIA,IN,,21.467000,80.200000,313,19730101,20180619
428720,99999,MANA,IN,,21.233000,81.650000,313,20151207,20180619
428740,99999,PBO RAIPUR,IN,,21.233000,81.650000,298,19960701,20180619
428750,99999,SWAMI VIVEKANANDA,IN,VERP,21.183000,81.733000,317.6,19440101,20180619
428760,99999,DURG,IN,,21.183000,81.283000,293,20020315,20180619
428830,99999,SAMBALPUR,IN,,21.467000,83.967000,148,19440101,20180619
428840,99999,RAIGARH,IN,,21.883000,83.383000,220,19990612,20070520
428860,99999,JHARSUGUDA,IN,VEJH,21.914000,84.050000,228.9,19570102,20180619
428910,99999,KEONGJHARGARH,IN,,21.617000,85.517000,463,20010917,20180619
428940,99999,BARIPADA,IN,,21.933000,86.767000,54,20090205,20180619
428950,99999,BALASORE,IN,,21.517000,86.933000,20,19440101,20180619
429000,99999,CONTAI,IN,,21.783000,87.750000,11,20020314,20180619
429010,99999,DIGHA,IN,,21.617000,87.500000,6,20031125,20180619
429030,99999,SAGAR ISLAND,IN,,21.650000,88.050000,3,19440101,20020310
429090,99999,VERAVAL,IN,,20.900000,70.367000,8,19440101,20180619
429140,99999,DIU APRT,IN,VADU,20.715000,70.922000,9.1,20151207,20180619
429150,99999,BULSAR,IN,,20.617000,72.933000,15,20030501,20180619
429160,99999,DAMAN,IN,,20.417000,72.850000,12,19780110,20170419
429200,99999,OZAR AIR FORCE STATION /NASHI,IN,VAOZ,20.119000,73.914000,598,19890430,20180618
429210,99999,NASIK CITY,IN,,19.967000,73.817000,598,20060202,20180619
429250,99999,MALEGAON,IN,,20.550000,74.533000,437,19440101,20180619
429310,99999,BULDANA,IN,,20.533000,76.233000,650,19730101,20180619
429330,99999,AKOLA,IN,,20.700000,77.033000,282,19440101,20180619
429340,99999,AKOLA,IN,VAAK,20.699000,77.059000,304.5,19730101,20160517
429350,99999,WASHIM,IN,,20.117000,77.117000,565,20090205,20180619
429370,99999,AMRAOTI,IN,,20.933000,77.783000,370,19440101,20180619
429390,99999,WARDHA,IN,,20.667000,78.583000,283,20070520,20180619
429430,99999,YEOTMAL,IN,,20.400000,78.150000,451,19730101,20180619
429460,99999,BRAMHAPURI,IN,,20.600000,79.850000,229,19831018,20180619
429480,99999,RAJNANDGAON,IN,,21.100000,81.033000,329,20151208,20180619
429530,99999,KANKER,IN,,20.267000,81.483000,402,19440101,19790713
429610,99999,TITLAGARH,IN,,20.300000,83.300000,211,19730101,20180619
429630,99999,BOLANGIR,IN,,20.700000,83.500000,190,20020418,20170323
429660,99999,PHULBANI,IN,,20.483000,84.267000,489,20010707,20180609
429690,99999,ANGUL,IN,,20.833000,85.100000,139,19730101,20180619
429700,99999,CUTTACK,IN,,20.467000,85.933000,27,19440101,20180619
429710,99999,BHUBANESHWAR,IN,VEBS,20.244000,85.818000,42.1,19570102,20180619
429730,99999,CHANDBALI,IN,,20.783000,86.733000,6,19440101,20180619
429760,99999,PARADIP (C.W.R.),IN,,20.300000,86.683000,8,20020521,20180619
429770,99999,SANDHEADS,IN,,20.850000,88.250000,10,19440101,20100827
429980,99999,BOGUS INDIAN,IN,,,,,19840503,20070507
430010,99999,DAHANU,IN,,19.967000,72.717000,5,19440101,20180619
430020,99999,BOMBAY / JUHU,IN,,19.117000,72.833000,3,20161012,20161012
430030,99999,CHHATRAPATI SHIVAJI INTL,IN,VABB,19.089000,72.868000,11.3,19440101,20180619
430050,99999,T B I A,IN,,19.150000,72.000000,12,20170418,20180619
430090,99999,AHMADNAGAR,IN,,19.083000,74.800000,657,19440101,20180619
430110,99999,BIR,IN,,19.000000,75.717000,519,20020317,20180619
430120,99999,JALNA,IN,,19.833000,75.800000,538,20151208,20180619
430130,99999,AURANGABAD,IN,,19.883000,75.333000,579,19440101,20161029
430140,99999,AURANGABAD,IN,VAAU,19.863000,75.398000,582.5,19730101,20180619
430170,99999,PARBHANI,IN,,19.133000,76.833000,422,19440101,20180619
430190,99999,PUSAD,IN,,19.917000,77.583000,332,19831018,20160726
430210,99999,NANDED,IN,,19.083000,77.333000,358,20151207,20180619
430220,99999,PRIYADARSHINI,IN,,19.750000,78.033000,457,20081111,20081111
430250,99999,ADILABAD,IN,,19.650000,78.533000,269,19851202,20180529
430290,99999,CHANDRAPUR,IN,,19.967000,79.300000,193,19440101,20180619
430410,99999,JAGDALPUR,IN,,19.083000,82.033000,553,19440101,20180619
430420,99999,BHAWANIPATNA,IN,,19.917000,83.183000,261,19810103,20180619
430490,99999,GOPALPUR,IN,,19.267000,84.883000,17,19440101,20180619
430530,99999,PURI,IN,,19.800000,85.817000,6,19730101,20180619
430570,99999,BOMBAY / COLABA,IN,,18.900000,72.817000,11,20030727,20180619
430580,99999,ALIBAG,IN,,18.633000,72.867000,7,20020509,20180619
430600,99999,MATHERAN,IN,,18.983000,73.283000,695,20170604,20180619
430610,99999,KHANDALA,IN,,18.767000,73.367000,539,19440507,20070522
430620,99999,BHIRA,IN,,18.450000,73.400000,96,20070520,20180423
430630,99999,PUNE,IN,,18.533000,73.850000,558,19440101,20180619
430640,99999,PUNE / LOHOGAON AERODROME,IN,,18.583000,73.917000,589,19880501,20160618
430690,99999,BARAMATI,IN,,18.150000,74.583000,551,19840213,20180619
430710,99999,JEUR,IN,,18.200000,75.200000,521,20151208,20180619
430760,99999,UDGIR,IN,,18.067000,77.117000,639,20151208,20180619
430810,99999,NIZAMABAD,IN,,18.667000,78.100000,381,19440101,20180619
430830,99999,MEDAK,IN,,18.050000,78.267000,472,19870905,20180619
430860,99999,RAMGUNDAM,IN,,18.767000,79.433000,156,19730101,20180619
430870,99999,HANAMKONDA,IN,,18.017000,79.567000,269,19440101,20161108
430890,99999,SIRONCHA,IN,,18.850000,79.967000,123,20010812,20030711
430930,99999,BAILADILA,IN,,18.583000,81.233000,1144,19890521,20160522
430970,99999,KORAPUT,IN,,18.817000,82.717000,913,19730113,20180619
431050,99999,KALINGAPATAM,IN,,18.333000,84.133000,6,19440101,20180619
431090,99999,HARNAI,IN,,17.817000,73.100000,20,19440101,20180619
431100,99999,RATNAGIRI,IN,,16.983000,73.333000,67,19440101,20180619
431110,99999,MAHABALESHWAR,IN,,17.933000,73.667000,1382,19440101,20180619
431130,99999,SATARA,IN,,17.517000,74.050000,612,20020727,20180619
431170,99999,SHOLAPUR,IN,VASL,17.628000,75.935000,482.8,19440101,20180619
431210,99999,GULBARGA,IN,,17.350000,76.850000,458,19440101,20180619
431250,99999,BIDAR,IN,VOBR,17.917000,77.533000,663,19440701,20180619
431280,99999,BEGUMPET AIRPORT,IN,VOHY,17.452000,78.461000,531,19440101,20180619
431285,99999,HYDERABAD INTL AIRPORT,IN,VOHS,17.233000,78.417000,617,20080721,20180619
431290,99999,,,,,,,19570101,19631231
431300,99999,HAKIMPET,IN,,17.550000,78.517000,613,19890731,19890731
431330,99999,NALGONDA,IN,,17.000000,79.250000,227,19771019,20180619
431360,99999,BHADRACHALAM,IN,,17.667000,80.883000,54,19730104,20180619
431370,99999,KHAMMAM,IN,,17.250000,80.150000,112,19440101,20180619
431470,99999,TUNI,IN,,17.350000,82.550000,35,20090204,20180619
431490,99999,VISHAKHAPATNAM CTLZ,IN,VOVZ,17.717000,83.217000,4.6,19540101,20180619
431500,99999,CWC VISHAKHAPATNAM/WALTAIR,IN,,17.700000,83.300000,66,19440101,20180619
431530,99999,DEVGARH,IN,,16.383000,73.350000,36,19460801,19860725
431570,99999,KOLHAPUR,IN,VAKP,16.665000,74.289000,608.4,19730101,20180619
431580,99999,SANGLI,IN,,16.850000,74.600000,549,19750906,20180619
431590,99999,,,,,,,19730103,19740630
431600,99999,BAGALKOTE,IN,,16.700000,75.750000,524,19440101,20180619
431610,99999,BIJAPUR,IN,,16.817000,75.717000,594,19440101,20180619
431680,99999,MAHABUBNAGAR,IN,,16.750000,78.000000,505,20090205,20180619
431690,99999,RAICHUR,IN,,16.200000,77.350000,400,19440101,20180619
431770,99999,RENTACHINTALA,IN,,16.550000,79.550000,106,19440101,20180619
431800,99999,VIJAYAWADA,IN,,16.517000,80.617000,20,20010823,20021025
431810,99999,VIJAYAWADA,IN,VOBZ,16.530000,80.797000,25,19730103,20180619
431820,99999,NANDIGAMA,IN,,16.783000,80.283000,51,20090205,20180619
431840,99999,NIDADAVOLE,IN,,16.833000,81.583000,13,20011125,20160120
431850,99999,MACHILIPATNAM/FRANCHPET,IN,,16.200000,81.150000,3,19440101,20180619
431870,99999,NARSAPUR,IN,,16.433000,81.700000,4,20040528,20180619
431890,99999,KAKINADA,IN,,16.950000,82.233000,8,19440101,20180619
431920,99999,GOA/PANJIM,IN,,15.483000,73.817000,58.4,19730101,20180619
431930,99999,VENGURLA,IN,,15.867000,73.633000,16,19561031,20180619
431940,99999,GOA INTL,IN,VOGO,15.381000,73.831000,56.1,19730101,20180619
431960,99999,MORMUGAO,IN,,15.417000,73.783000,62,19440101,20180619
431970,99999,BELGAUM,IN,,15.850000,74.533000,753,19440101,20180327
431971,99999,BELGAUM AIRPORT,IN,VOBM,15.850000,74.617000,747,20151207,20180619
431980,99999,BELGAUM,IN,VABM,15.859000,74.618000,758,19730101,20180619
432000,99999,DHARWAD,IN,,15.483000,74.983000,678,20151208,20180619
432010,99999,GADAG,IN,,15.417000,75.633000,650,19440101,20180619
432011,99999,HUBLI,IN,VOHB,15.350000,75.083000,661.3,20151110,20180619
432050,99999,BELLARY,IN,,15.150000,76.850000,449,19440101,20180619
432070,99999,PARANGIPETTAI,IN,,11.500000,79.767000,3,20151207,20180619
432120,99999,NANDYAL,IN,,15.467000,78.483000,212,20010825,20180521
432130,99999,KURNOOL,IN,,15.800000,78.067000,281,19440101,20180619
432200,99999,BAPATLA,IN,,15.900000,80.467000,6,19790416,20180619
432210,99999,ONGOLE,IN,,15.500000,80.083000,12,19730101,20180619
432250,99999,KARWAR,IN,,14.783000,74.133000,4,19730101,20180619
432260,99999,HONAVAR,IN,,14.283000,74.450000,9,19440101,20180619
432270,99999,HAVERI,IN,,14.783000,75.400000,573,20151208,20180619
432280,99999,KOPPAL,IN,,15.350000,76.150000,532,20151208,20180619
432290,99999,SHIRALI,IN,,14.067000,74.533000,45,19771222,20180619
432300,99999,DAVANGERE,IN,,14.500000,75.917000,620,20151208,20180618
432330,99999,CHITRADURGA,IN,,14.233000,76.433000,733,19440101,20180619
